labels,source,path
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-01-01-01-01-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-01-01-01-02-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-01-01-02-01-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-01-01-02-02-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-02-01-01-01-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-02-01-01-02-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-02-01-02-01-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-02-01-02-02-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-02-02-01-01-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-02-02-01-02-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-02-02-02-01-02.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_02/03-01-02-02-02-02-02.wav
female_happy,RAVDESS,data/RAVDESS/Actor_02/03-01-03-01-01-01-02.wav
female_happy,RAVDESS,data/RAVDESS/Actor_02/03-01-03-01-01-02-02.wav
female_happy,RAVDESS,data/RAVDESS/Actor_02/03-01-03-01-02-01-02.wav
female_happy,RAVDESS,data/RAVDESS/Actor_02/03-01-03-01-02-02-02.wav
female_happy,RAVDESS,data/RAVDESS/Actor_02/03-01-03-02-01-01-02.wav
female_happy,RAVDESS,data/RAVDESS/Actor_02/03-01-03-02-01-02-02.wav
female_happy,RAVDESS,data/RAVDESS/Actor_02/03-01-03-02-02-01-02.wav
female_happy,RAVDESS,data/RAVDESS/Actor_02/03-01-03-02-02-02-02.wav
female_sad,RAVDESS,data/RAVDESS/Actor_02/03-01-04-01-01-01-02.wav
female_sad,RAVDESS,data/RAVDESS/Actor_02/03-01-04-01-01-02-02.wav
female_sad,RAVDESS,data/RAVDESS/Actor_02/03-01-04-01-02-01-02.wav
female_sad,RAVDESS,data/RAVDESS/Actor_02/03-01-04-01-02-02-02.wav
female_sad,RAVDESS,data/RAVDESS/Actor_02/03-01-04-02-01-01-02.wav
female_sad,RAVDESS,data/RAVDESS/Actor_02/03-01-04-02-01-02-02.wav
female_sad,RAVDESS,data/RAVDESS/Actor_02/03-01-04-02-02-01-02.wav
female_sad,RAVDESS,data/RAVDESS/Actor_02/03-01-04-02-02-02-02.wav
female_angry,RAVDESS,data/RAVDESS/Actor_02/03-01-05-01-01-01-02.wav
female_angry,RAVDESS,data/RAVDESS/Actor_02/03-01-05-01-01-02-02.wav
female_angry,RAVDESS,data/RAVDESS/Actor_02/03-01-05-01-02-01-02.wav
female_angry,RAVDESS,data/RAVDESS/Actor_02/03-01-05-01-02-02-02.wav
female_angry,RAVDESS,data/RAVDESS/Actor_02/03-01-05-02-01-01-02.wav
female_angry,RAVDESS,data/RAVDESS/Actor_02/03-01-05-02-01-02-02.wav
female_angry,RAVDESS,data/RAVDESS/Actor_02/03-01-05-02-02-01-02.wav
female_angry,RAVDESS,data/RAVDESS/Actor_02/03-01-05-02-02-02-02.wav
female_fear,RAVDESS,data/RAVDESS/Actor_02/03-01-06-01-01-01-02.wav
female_fear,RAVDESS,data/RAVDESS/Actor_02/03-01-06-01-01-02-02.wav
female_fear,RAVDESS,data/RAVDESS/Actor_02/03-01-06-01-02-01-02.wav
female_fear,RAVDESS,data/RAVDESS/Actor_02/03-01-06-01-02-02-02.wav
female_fear,RAVDESS,data/RAVDESS/Actor_02/03-01-06-02-01-01-02.wav
female_fear,RAVDESS,data/RAVDESS/Actor_02/03-01-06-02-01-02-02.wav
female_fear,RAVDESS,data/RAVDESS/Actor_02/03-01-06-02-02-01-02.wav
female_fear,RAVDESS,data/RAVDESS/Actor_02/03-01-06-02-02-02-02.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_02/03-01-07-01-01-01-02.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_02/03-01-07-01-01-02-02.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_02/03-01-07-01-02-01-02.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_02/03-01-07-01-02-02-02.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_02/03-01-07-02-01-01-02.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_02/03-01-07-02-01-02-02.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_02/03-01-07-02-02-01-02.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_02/03-01-07-02-02-02-02.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_02/03-01-08-01-01-01-02.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_02/03-01-08-01-01-02-02.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_02/03-01-08-01-02-01-02.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_02/03-01-08-01-02-02-02.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_02/03-01-08-02-01-01-02.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_02/03-01-08-02-01-02-02.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_02/03-01-08-02-02-01-02.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_02/03-01-08-02-02-02-02.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-01-01-01-01-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-01-01-01-02-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-01-01-02-01-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-01-01-02-02-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-02-01-01-01-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-02-01-01-02-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-02-01-02-01-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-02-01-02-02-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-02-02-01-01-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-02-02-01-02-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-02-02-02-01-03.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_03/03-01-02-02-02-02-03.wav
male_happy,RAVDESS,data/RAVDESS/Actor_03/03-01-03-01-01-01-03.wav
male_happy,RAVDESS,data/RAVDESS/Actor_03/03-01-03-01-01-02-03.wav
male_happy,RAVDESS,data/RAVDESS/Actor_03/03-01-03-01-02-01-03.wav
male_happy,RAVDESS,data/RAVDESS/Actor_03/03-01-03-01-02-02-03.wav
male_happy,RAVDESS,data/RAVDESS/Actor_03/03-01-03-02-01-01-03.wav
male_happy,RAVDESS,data/RAVDESS/Actor_03/03-01-03-02-01-02-03.wav
male_happy,RAVDESS,data/RAVDESS/Actor_03/03-01-03-02-02-01-03.wav
male_happy,RAVDESS,data/RAVDESS/Actor_03/03-01-03-02-02-02-03.wav
male_sad,RAVDESS,data/RAVDESS/Actor_03/03-01-04-01-01-01-03.wav
male_sad,RAVDESS,data/RAVDESS/Actor_03/03-01-04-01-01-02-03.wav
male_sad,RAVDESS,data/RAVDESS/Actor_03/03-01-04-01-02-01-03.wav
male_sad,RAVDESS,data/RAVDESS/Actor_03/03-01-04-01-02-02-03.wav
male_sad,RAVDESS,data/RAVDESS/Actor_03/03-01-04-02-01-01-03.wav
male_sad,RAVDESS,data/RAVDESS/Actor_03/03-01-04-02-01-02-03.wav
male_sad,RAVDESS,data/RAVDESS/Actor_03/03-01-04-02-02-01-03.wav
male_sad,RAVDESS,data/RAVDESS/Actor_03/03-01-04-02-02-02-03.wav
male_angry,RAVDESS,data/RAVDESS/Actor_03/03-01-05-01-01-01-03.wav
male_angry,RAVDESS,data/RAVDESS/Actor_03/03-01-05-01-01-02-03.wav
male_angry,RAVDESS,data/RAVDESS/Actor_03/03-01-05-01-02-01-03.wav
male_angry,RAVDESS,data/RAVDESS/Actor_03/03-01-05-01-02-02-03.wav
male_angry,RAVDESS,data/RAVDESS/Actor_03/03-01-05-02-01-01-03.wav
male_angry,RAVDESS,data/RAVDESS/Actor_03/03-01-05-02-01-02-03.wav
male_angry,RAVDESS,data/RAVDESS/Actor_03/03-01-05-02-02-01-03.wav
male_angry,RAVDESS,data/RAVDESS/Actor_03/03-01-05-02-02-02-03.wav
male_fear,RAVDESS,data/RAVDESS/Actor_03/03-01-06-01-01-01-03.wav
male_fear,RAVDESS,data/RAVDESS/Actor_03/03-01-06-01-01-02-03.wav
male_fear,RAVDESS,data/RAVDESS/Actor_03/03-01-06-01-02-01-03.wav
male_fear,RAVDESS,data/RAVDESS/Actor_03/03-01-06-01-02-02-03.wav
male_fear,RAVDESS,data/RAVDESS/Actor_03/03-01-06-02-01-01-03.wav
male_fear,RAVDESS,data/RAVDESS/Actor_03/03-01-06-02-01-02-03.wav
male_fear,RAVDESS,data/RAVDESS/Actor_03/03-01-06-02-02-01-03.wav
male_fear,RAVDESS,data/RAVDESS/Actor_03/03-01-06-02-02-02-03.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_03/03-01-07-01-01-01-03.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_03/03-01-07-01-01-02-03.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_03/03-01-07-01-02-01-03.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_03/03-01-07-01-02-02-03.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_03/03-01-07-02-01-01-03.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_03/03-01-07-02-01-02-03.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_03/03-01-07-02-02-01-03.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_03/03-01-07-02-02-02-03.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_03/03-01-08-01-01-01-03.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_03/03-01-08-01-01-02-03.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_03/03-01-08-01-02-01-03.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_03/03-01-08-01-02-02-03.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_03/03-01-08-02-01-01-03.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_03/03-01-08-02-01-02-03.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_03/03-01-08-02-02-01-03.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_03/03-01-08-02-02-02-03.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-01-01-01-01-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-01-01-01-02-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-01-01-02-01-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-01-01-02-02-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-02-01-01-01-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-02-01-01-02-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-02-01-02-01-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-02-01-02-02-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-02-02-01-01-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-02-02-01-02-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-02-02-02-01-04.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_04/03-01-02-02-02-02-04.wav
female_happy,RAVDESS,data/RAVDESS/Actor_04/03-01-03-01-01-01-04.wav
female_happy,RAVDESS,data/RAVDESS/Actor_04/03-01-03-01-01-02-04.wav
female_happy,RAVDESS,data/RAVDESS/Actor_04/03-01-03-01-02-01-04.wav
female_happy,RAVDESS,data/RAVDESS/Actor_04/03-01-03-01-02-02-04.wav
female_happy,RAVDESS,data/RAVDESS/Actor_04/03-01-03-02-01-01-04.wav
female_happy,RAVDESS,data/RAVDESS/Actor_04/03-01-03-02-01-02-04.wav
female_happy,RAVDESS,data/RAVDESS/Actor_04/03-01-03-02-02-01-04.wav
female_happy,RAVDESS,data/RAVDESS/Actor_04/03-01-03-02-02-02-04.wav
female_sad,RAVDESS,data/RAVDESS/Actor_04/03-01-04-01-01-01-04.wav
female_sad,RAVDESS,data/RAVDESS/Actor_04/03-01-04-01-01-02-04.wav
female_sad,RAVDESS,data/RAVDESS/Actor_04/03-01-04-01-02-01-04.wav
female_sad,RAVDESS,data/RAVDESS/Actor_04/03-01-04-01-02-02-04.wav
female_sad,RAVDESS,data/RAVDESS/Actor_04/03-01-04-02-01-01-04.wav
female_sad,RAVDESS,data/RAVDESS/Actor_04/03-01-04-02-01-02-04.wav
female_sad,RAVDESS,data/RAVDESS/Actor_04/03-01-04-02-02-01-04.wav
female_sad,RAVDESS,data/RAVDESS/Actor_04/03-01-04-02-02-02-04.wav
female_angry,RAVDESS,data/RAVDESS/Actor_04/03-01-05-01-01-01-04.wav
female_angry,RAVDESS,data/RAVDESS/Actor_04/03-01-05-01-01-02-04.wav
female_angry,RAVDESS,data/RAVDESS/Actor_04/03-01-05-01-02-01-04.wav
female_angry,RAVDESS,data/RAVDESS/Actor_04/03-01-05-01-02-02-04.wav
female_angry,RAVDESS,data/RAVDESS/Actor_04/03-01-05-02-01-01-04.wav
female_angry,RAVDESS,data/RAVDESS/Actor_04/03-01-05-02-01-02-04.wav
female_angry,RAVDESS,data/RAVDESS/Actor_04/03-01-05-02-02-01-04.wav
female_angry,RAVDESS,data/RAVDESS/Actor_04/03-01-05-02-02-02-04.wav
female_fear,RAVDESS,data/RAVDESS/Actor_04/03-01-06-01-01-01-04.wav
female_fear,RAVDESS,data/RAVDESS/Actor_04/03-01-06-01-01-02-04.wav
female_fear,RAVDESS,data/RAVDESS/Actor_04/03-01-06-01-02-01-04.wav
female_fear,RAVDESS,data/RAVDESS/Actor_04/03-01-06-01-02-02-04.wav
female_fear,RAVDESS,data/RAVDESS/Actor_04/03-01-06-02-01-01-04.wav
female_fear,RAVDESS,data/RAVDESS/Actor_04/03-01-06-02-01-02-04.wav
female_fear,RAVDESS,data/RAVDESS/Actor_04/03-01-06-02-02-01-04.wav
female_fear,RAVDESS,data/RAVDESS/Actor_04/03-01-06-02-02-02-04.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_04/03-01-07-01-01-01-04.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_04/03-01-07-01-01-02-04.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_04/03-01-07-01-02-01-04.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_04/03-01-07-01-02-02-04.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_04/03-01-07-02-01-01-04.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_04/03-01-07-02-01-02-04.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_04/03-01-07-02-02-01-04.wav
female_disgust,RAVDESS,data/RAVDESS/Actor_04/03-01-07-02-02-02-04.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_04/03-01-08-01-01-01-04.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_04/03-01-08-01-01-02-04.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_04/03-01-08-01-02-01-04.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_04/03-01-08-01-02-02-04.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_04/03-01-08-02-01-01-04.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_04/03-01-08-02-01-02-04.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_04/03-01-08-02-02-01-04.wav
female_surprise,RAVDESS,data/RAVDESS/Actor_04/03-01-08-02-02-02-04.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-01-01-01-01-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-01-01-01-02-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-01-01-02-01-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-01-01-02-02-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-02-01-01-01-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-02-01-01-02-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-02-01-02-01-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-02-01-02-02-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-02-02-01-01-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-02-02-01-02-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-02-02-02-01-05.wav
male_neutral,RAVDESS,data/RAVDESS/Actor_05/03-01-02-02-02-02-05.wav
male_happy,RAVDESS,data/RAVDESS/Actor_05/03-01-03-01-01-01-05.wav
male_happy,RAVDESS,data/RAVDESS/Actor_05/03-01-03-01-01-02-05.wav
male_happy,RAVDESS,data/RAVDESS/Actor_05/03-01-03-01-02-01-05.wav
male_happy,RAVDESS,data/RAVDESS/Actor_05/03-01-03-01-02-02-05.wav
male_happy,RAVDESS,data/RAVDESS/Actor_05/03-01-03-02-01-01-05.wav
male_happy,RAVDESS,data/RAVDESS/Actor_05/03-01-03-02-01-02-05.wav
male_happy,RAVDESS,data/RAVDESS/Actor_05/03-01-03-02-02-01-05.wav
male_happy,RAVDESS,data/RAVDESS/Actor_05/03-01-03-02-02-02-05.wav
male_sad,RAVDESS,data/RAVDESS/Actor_05/03-01-04-01-01-01-05.wav
male_sad,RAVDESS,data/RAVDESS/Actor_05/03-01-04-01-01-02-05.wav
male_sad,RAVDESS,data/RAVDESS/Actor_05/03-01-04-01-02-01-05.wav
male_sad,RAVDESS,data/RAVDESS/Actor_05/03-01-04-01-02-02-05.wav
male_sad,RAVDESS,data/RAVDESS/Actor_05/03-01-04-02-01-01-05.wav
male_sad,RAVDESS,data/RAVDESS/Actor_05/03-01-04-02-01-02-05.wav
male_sad,RAVDESS,data/RAVDESS/Actor_05/03-01-04-02-02-01-05.wav
male_sad,RAVDESS,data/RAVDESS/Actor_05/03-01-04-02-02-02-05.wav
male_angry,RAVDESS,data/RAVDESS/Actor_05/03-01-05-01-01-01-05.wav
male_angry,RAVDESS,data/RAVDESS/Actor_05/03-01-05-01-01-02-05.wav
male_angry,RAVDESS,data/RAVDESS/Actor_05/03-01-05-01-02-01-05.wav
male_angry,RAVDESS,data/RAVDESS/Actor_05/03-01-05-01-02-02-05.wav
male_angry,RAVDESS,data/RAVDESS/Actor_05/03-01-05-02-01-01-05.wav
male_angry,RAVDESS,data/RAVDESS/Actor_05/03-01-05-02-01-02-05.wav
male_angry,RAVDESS,data/RAVDESS/Actor_05/03-01-05-02-02-01-05.wav
male_angry,RAVDESS,data/RAVDESS/Actor_05/03-01-05-02-02-02-05.wav
male_fear,RAVDESS,data/RAVDESS/Actor_05/03-01-06-01-01-01-05.wav
male_fear,RAVDESS,data/RAVDESS/Actor_05/03-01-06-01-01-02-05.wav
male_fear,RAVDESS,data/RAVDESS/Actor_05/03-01-06-01-02-01-05.wav
male_fear,RAVDESS,data/RAVDESS/Actor_05/03-01-06-01-02-02-05.wav
male_fear,RAVDESS,data/RAVDESS/Actor_05/03-01-06-02-01-01-05.wav
male_fear,RAVDESS,data/RAVDESS/Actor_05/03-01-06-02-01-02-05.wav
male_fear,RAVDESS,data/RAVDESS/Actor_05/03-01-06-02-02-01-05.wav
male_fear,RAVDESS,data/RAVDESS/Actor_05/03-01-06-02-02-02-05.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_05/03-01-07-01-01-01-05.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_05/03-01-07-01-01-02-05.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_05/03-01-07-01-02-01-05.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_05/03-01-07-01-02-02-05.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_05/03-01-07-02-01-01-05.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_05/03-01-07-02-01-02-05.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_05/03-01-07-02-02-01-05.wav
male_disgust,RAVDESS,data/RAVDESS/Actor_05/03-01-07-02-02-02-05.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_05/03-01-08-01-01-01-05.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_05/03-01-08-01-01-02-05.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_05/03-01-08-01-02-01-05.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_05/03-01-08-01-02-02-05.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_05/03-01-08-02-01-01-05.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_05/03-01-08-02-01-02-05.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_05/03-01-08-02-02-01-05.wav
male_surprise,RAVDESS,data/RAVDESS/Actor_05/03-01-08-02-02-02-05.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-01-01-01-01-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-01-01-01-02-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-01-01-02-01-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-01-01-02-02-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-02-01-01-01-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-02-01-01-02-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-02-01-02-01-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-02-01-02-02-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-02-02-01-01-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-02-02-01-02-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-02-02-02-01-06.wav
female_neutral,RAVDESS,data/RAVDESS/Actor_06/03-01-02-02-02-02-06.wav
female_happy,RAVDESS,data/RAVDESS/Actor_06/03-01-03-01-01-01-06.wav
female_happy,RAVDESS,data/RAVDESS/Actor_06/03-01-03-01-01-02-06.wav
